评价,评分
桂林著名景点打卡地！夜景很美哦！,5
物有所值，沿途的景色真是太棒了,5
超值，可以信赖,5
桂林是个很适合带爸妈去旅游的城市,4
86号导游很棒，服务很好👍🏾👍🏾👍🏾,5
【景色】夜色中的两江四湖特别美，坐船游在其中，别有一番风情。 【趣味】观赏性和趣味性都好。 【性价比】非常高,5
价格虚高 其实就是个桂林市里的公园 包括象鼻山 无非就是打卡而已 毫无旅游价值和意义,1
坐落在桂林市区内，夜晚游览是最佳时间段，乘船泛舟湖上，欣赏两江四湖美丽的夜色风光,5
好山好水好风光，非常推荐一去。,5
好的很，景太美。,5
有美景也有艺术,5
夜晚的两江四湖真的很漂亮啊，妥妥灯光秀,5
20230311晚上： 1、“两江四湖•象山”是桂林市闻名于世的地标式山水风光名胜，是来桂林必打卡的网红景点，其水系像血液般贯穿市区，城市与山水融为一体，属于开放式景区，游走于桂林街头便不知不觉徜徉在碧水翠山之间。景区分为“两江四湖”和“象鼻山”两大区块，入园均免费，前者适合夜景，后者适合白天游览。 ①地址：桂林市象山区。 ②交通：公交直达，开车很好停。 ③旺季：无。 ④用时：2小时。 2、步行游览两江四湖免费，但最佳游览方式是乘坐游船，游船分白天和晚上两个时段，白天价格90元比夜游180多元的便宜了一半，当然视觉效果会逊色不少，我在白天和晚上各体验了一次。游船为单层，椅子下方有救生衣，船上配有厕所不过只能上小便。两江具体指“漓江”和“桃花江”；四湖指“杉湖”、“榕湖”、“桂湖”、“木龙湖”；游船路线为：日月湾码头-杉湖-榕湖-桂湖-木龙湖-（原路返回）榕湖-桃花江-文昌桥码头，全程60-70分钟，起点和终点相隔15分钟脚程。日月湾码头位于杉湖东岸，夜幕下可以遥望对岸的桂林地标建筑、中国名塔“日月双塔”，它由“日塔”和“月塔”组成，合起来是“明”，寓意“日月同辉、桂林明天会更好”，是网红打卡点，穿民族服饰的美女们亦是一道靓丽的风景线，排着队等候拍照，观景台上有卖唱歌手，为湖边开启一场视听盛宴。 3、日月双塔原为木制，始建于唐天宝九年（750年），由后来东渡日本弘扬佛法和大唐文化的鉴真大和尚主持兴建，地宫发现于1999年，出土了多个佛教密宗相关文物，眼前的双塔是2001年复建的，靠近湖岸、矮胖的塔是月塔，7层，银白色灯光；靠近湖中心、高瘦的塔是日塔，9层，金黄色灯光，耗铜352吨，号称“世界第一铜塔”，是世界最高的铜制建筑物和最高的水中塔。双塔塔顶都有存放舍利子的法器，并能形成磁场吸收天地灵气。登日月双塔需要买28元门票，有免费讲解，唯一出入通道“心之小路”周围有各种佛教小物件、“十二生肖寿字碑”（十二生肖石柱）、系着红色祈福带的竹林。月塔下有“药师井”（仿制石井）、药师佛金像、“摩尼车”（自唐玄宗时期风靡长达88年的唐密法器，直到唐武宗灭佛运动后消失）、假山山洞（白开放山洞，洞内到处是水）。月塔只能徒步上塔，塔身有双塔的科普介绍，包括结构、历史、出土文物等信息，一楼是一圈仿制佛家文物。双塔的负一层是商铺… 字数超限，在最后一张图片里继续。,5
桂林是个很适合带爸妈去旅游的城市,4
两江四湖变一江四湖，所谓的日月双塔岸边看看就可以，这价格不是一般的坑人，也不知道哪来的那么多好评。,1
环境很好，因为人不是很多，就更有氛围了，不错下次还来！环境很好，因为人不是很多，就更有氛围了，不错下次还来！,5
【景色】非常非常的喜欢 【趣味】非常非常的喜欢,5
行程特别好,5
游览路线设计很好，全程灯光灿烂，波光粼粼，多个场景新颖新奇，是一个与白天完全不同的炫美景象，可以说花了大工夫，展现了大繁华。不过在桂林市内，游70分钟的时间，200元左右的价格还是高了些。价格应更加亲民一些！,5
乘船夜游两江四湖，灯光秀，全程70分钟，展示沿江湖两岸美丽的夜景。,5
买的两江四湖，结果只有一江四湖，这个价位不知道是不是合适的，也没人提前通知。中间船还撞了桥，惊心动魄。夜色还是美的，不过体验一般,4
一般吧 市区也没什么可玩的 夜游一圈拍拍照,3
桂林著名网红打卡地，夜景很美很美啊！风景环境人文气息扑面而来！非常棒哦额开心快乐每一天嗯嗯好的赞！,5
夜游两江四湖，两岸有许多树，有各种颜色的灯光，照在树以及周围的大山上，很梦幻，很美，从现在甲板上，四周的景色尽收眼底，晚风吹在身上，很凉爽，途中，有导游讲解两江四湖的历史等，终点站是日月双塔，很美，还有歌手在唱歌，总体感觉不错，就是票价有点贵。。,4
两江四湖变一江四湖，所谓的日月双塔岸边看看就可以，这价格不是一般的坑人，也不知道哪来的那么多好评。,1
环境很好，因为人不是很多，就更有氛围了，不错下次还来！环境很好，因为人不是很多，就更有氛围了，不错下次还来！,5
夜景美如画！,5
还好吧，都差不多！,5
日游比夜游性价比高一些，船速太快，观感受到船速影响会打折扣，老人孩子走不动的人比较适合，能短时间内看遍四湖，过的桥特别多,3
新鲜出炉的点评，果然如很多评论里吐槽的一样，拍照环节破坏了整个游船行程。每次随船导游讲解五分钟，摄影师定会紧随其后聒噪十分钟，忽悠乘客上夹板拍照时话筒声音甚至盖过了船舱里导游的讲解。落地第一天就体验了桂林旅游当局管理的混乱，承包商吃相过于难看了。拍照完照片打印好，摄影师开始在船舶里兜售照片，总之这人贯穿整个游船行程，好好的坐船游览氛围就这么破坏了。说到景色，所谓灯光最集中的也不过是日月双塔，而且站在岸上一样可以拍得很美，没必要坐船。全程唯一亮点是从桃花江进内湖有个水坝，船进升船机提升高度，除此之外再无亮点。 双塔照片是岸上拍的，总之如果晚上没事可做就坐趟游船，如果只是想看看夜景，日月塔公园逛逛足够了。,3
导游司机服务好！放心来就对了，体验感一级棒，总之非常推荐各位来打卡！ 果然不虚此行，虽然人比较多，但架不住美呀，全程惊喜连连！,5
指漓江，桃花江，榕湖，杉湖，桂湖，木龙湖。,5
晚上最美夜景，没有之一 没有去过的话就是损失,5
夜晚的二江四湖美得让人陶醉,5
桂林市区的招牌景点，江，湖，城景交相辉映。,4
不错不错，挺好的,5
船上很干净，有茶水和自助。沿途景色迷人，总之很愉快的一次旅行。,5
桂林两江四湖景区是构成桂林山水美景的重要组成部分，成为桂林旅游胜地的一张天然名片。两江四湖是指由榕湖、杉湖、桂湖、木龙湖、漓江、桃花江所构成的桂林环城水系，是桂林城市中心最优美的环城风景带。水上游览桂林兴于唐代、盛于宋代，当时桂林城中，湖塘密布，水系发达，乘一叶小舟可尽览城中风景名胜。如今，桂林两江四湖环城水系重现昔日兴盛，形成了一条与威尼斯媲美的环城水系，堪称中国一绝。乘船游览两江四湖成为中外游客游览新桂林城的首选方式。 两江四湖景区真实地体现了“千峰环野立，一水抱城流”的美妙景致和“城在景中，景在城中”的和谐景观。作为桂林城市中心唯一的经典环游线路，乘船夜游可欣赏到象鼻山、伏波山、叠彩山、老人山、宝积山等十多座传统名山；桃花江畔的舍利塔、虹桥坝、朱紫牌坊、独脚亭等名胜古迹；还可游览中国古典园林——榕、杉湖景区，天人合一的生态园林——桂湖景区，宋历史文化园——木龙湖景区；欣赏景区的世界名桥博览园、名花名树博览园、亭台楼阁博览园和雕塑博览园。沿岸的桂剧、地方曲艺、桂湖渔火、乐坊瑶族长发舞-荷塘梳妆等演艺令人目不暇接，领略为何世上会有“愿做桂林人，不愿做神仙”的感叹。,5
很好！很有趣，景色美极了！,5
桂林山水甲天下，漓江两岸风景还不错。,4
非常不错的地方，以后还会去的，太美,4
可以的！孩子开心,5
真的好美啊，爱上桂林这座城市啦,5
夜景确实很不错，值得一看！！！,4
景区是桂林市区的代表性景点之一 晚上乘船游览的游客很多 夜景很美 但是票价相较于国内其他游船明显偏高 另外船上拍照项目简直不厌其烦(国内众多游船项目目前碰到的第一个如此),4
价格太高，年轻人不建议去,4
两江四湖景色很美，空气清新，吃的也不错，值得一游,5
美美滴很美丽非常！桂林山水甲天下！,5
一般般，沒特别，照相特坑,3
很好看！下次还来！,5
一江四湖景点多，导游讲解内容详细，可以说，本次乘船游物有所值，不虚此行。魏导游讲解点赞。,5
一般，没有太多惊喜。,5
夜景很美拍照漂亮坐船游览两岸风光，桂林城市旅游地标了，来这里游客很多，距象鼻山也很近。,5
作为桂林特色旅游路线的话还是比较有意思的,5
景区是桂林市区的代表性景点之一 晚上乘船游览的游客很多 夜景很美 但是票价相较于国内其他游船明显偏高 另外船上拍照项目简直不厌其烦(国内众多游船项目目前碰到的第一个如此),4
